time, Pitch, Yaw, Roll
18.43698, 1.183495, -37.92444, -0.644677
18.46494, 1.184817, -37.92798, -0.6428534
18.4936, 1.187786, -37.93105, -0.6440698
18.52103, 1.201382, -37.93369, -0.6537194
18.54891, 1.215148, -37.93801, -0.6602717
18.57694, 1.227645, -37.94176, -0.667053
18.60452, 1.232576, -37.94328, -0.6691033
18.63336, 1.236064, -37.9441, -0.6708556
18.66001, 1.244584, -37.9458, -0.6792617
18.68808, 1.248978, -37.94837, -0.6841414
18.71569, 1.248665, -37.95011, -0.6832828
18.74337, 1.255853, -37.9536, -0.6895542
18.77131, 1.274875, -37.95783, -0.7055438
18.79927, 1.288008, -37.96265, -0.7160051
18.82728, 1.303263, -37.96771, -0.7273927
18.85522, 1.325151, -37.97525, -0.742568
18.88303, 1.344648, -37.98109, -0.758472
18.91047, 1.353352, -37.99133, -0.7651502
18.93785, 1.367878, -38.00642, -0.7773286
18.96502, 1.388326, -38.02419, -0.7927822
18.99366, 1.405556, -38.04695, -0.8018627
19.02133, 1.420789, -38.07134, -0.8101172
19.04972, 1.429987, -38.09515, -0.812529
19.0843, 1.434223, -38.11398, -0.8137322
19.10492, 1.431765, -38.12675, -0.8101172
19.13251, 1.428618, -38.13593, -0.806971
19.16046, 1.433541, -38.14306, -0.8120472
19.18954, 1.431218, -38.14543, -0.8089085
19.21656, 1.420789, -38.14473, -0.7974581
19.24383, 1.417755, -38.14396, -0.7925354
19.27133, 1.424228, -38.14736, -0.7954926
19.29968, 1.424228, -38.15117, -0.7930291
19.32694, 1.422441, -38.15323, -0.7895671
19.35509, 1.423128, -38.15592, -0.7910526
19.38301, 1.421752, -38.15961, -0.7905577
19.41071, 1.419962, -38.16267, -0.7905577
19.43809, 1.417893, -38.16578, -0.7910526
19.46567, 1.414439, -38.16943, -0.7890712
19.49493, 1.411808, -38.17367, -0.7875819
19.52259, 1.408338, -38.18197, -0.7860898
19.54923, 1.401653, -38.19416, -0.7803435
19.57727, 1.38126, -38.21653, -0.7659171
19.60526, 1.352339, -38.23995, -0.7433581
19.63313, 1.32175, -38.26465, -0.7200928
19.66055, 1.28816, -38.28905, -0.6974546
19.68853, 1.235589, -38.31965, -0.6661724
19.71624, 1.155552, -38.36526, -0.6138933
19.74464, 1.059987, -38.42221, -0.5478694
19.77229, 0.9729732, -38.48299, -0.4853748
19.79948, 0.8945997, -38.54069, -0.429328
19.82783, 0.8011303, -38.59077, -0.3483046
19.85539, 0.6980155, -38.64022, -0.2454926
19.88328, -0.605226, -38.68665, -0.1266688
