time,Status,HeadPolar,HeadAzimuth,ShoulderPolar,ShoulderAzimuth,LeftGazePolar,LeftGazeAzimuth,RightGazePolar,RightGazeAzimuth
14.87661,not-testing,-54.16109,9.160347,-3.319238,0.159147,-57.19753,-2.977049,-60.29498,-2.905636
14.98791,not-testing,-54.11927,9.097746,-3.315179,0.1966587,-47.32083,-3.627905,-50.41483,-3.587228
15.09946,not-testing,-54.10926,9.122285,-3.106965,0.1878098,-48.07399,-4.024684,-51.17321,-3.985492
15.21072,not-testing,-54.12933,9.126854,-3.06156,0.2063413,-52.3985,0.2437744,-55.50068,0.3014089
15.32222,not-testing,-54.08665,9.191972,-3.058677,0.1725467,-51.21623,1.476575,-54.31829,1.538825
15.4335,not-testing,-54.0385,9.07449,-3.221281,0.3002476,-50.51607,2.224614,-53.61835,2.287502
15.54509,not-testing,-53.87787,8.957685,-3.213761,0.2761395,-48.3251,-2.329756,-51.42138,-2.284264
15.66394,not-testing,-53.62628,8.829935,-3.166206,0.2241014,-46.72147,-3.004863,-49.81323,-2.967876
15.76817,not-testing,-53.7019,9.056196,-3.192073,0.2151291,-50.44197,6.694698,-53.56395,6.762872
15.87926,not-testing,-53.69872,9.365802,-3.158171,0.2547694,-48.99237,8.068223,-52.12042,8.151428
15.99071,not-testing,-53.63331,9.525508,-3.176394,0.2454923,-48.39949,8.064368,-51.52569,8.150852
16.10175,not-testing,-53.76006,9.120149,-3.265204,0.1669675,-50.56591,7.077499,-53.69041,7.152093
16.21339,not-testing,-53.70249,8.915345,-3.249469,0.173308,-50.32486,7.289665,-53.45054,7.363572
16.32493,not-testing,-53.60598,8.929981,-3.220481,0.222331,-52.78645,-2.622147,-55.89165,-2.558282
16.43657,not-testing,-53.73819,8.854431,-3.246199,0.2214448,-53.79374,-3.132838,-56.89951,-3.06374
16.54741,not-testing,-53.78274,8.990985,-3.259485,0.2175934,-53.58902,-2.485437,-56.69339,-2.417899
16.65905,not-testing,-53.70772,9.237161,-3.236691,0.2150221,-51.32643,3.994777,-54.43575,4.057274
16.77016,not-testing,-53.73431,9.358774,-3.24503,0.1682899,-49.74421,8.191012,-52.87542,8.263576
16.88216,not-testing,-53.73795,9.359368,-3.227933,0.1449145,-49.75562,7.631371,-52.88261,7.699327
16.99291,not-testing,-53.70272,9.41814,-3.21059,0.1435092,-49.79435,7.521923,-52.92073,7.589682
17.10459,not-testing,-53.61699,9.637162,-3.131694,0.2126888,-49.35417,9.545743,-52.49628,9.623983
17.21608,not-testing,-53.51297,9.775786,-3.0991,0.2751563,-49.39316,10.74801,-52.54749,10.83109
17.32761,not-testing,-53.29995,9.813535,-2.975202,0.3520068,-50.26074,10.58561,-53.41565,10.65882
17.43875,not-testing,-53.02722,9.657836,-2.806693,0.4229058,-50.36105,9.890541,-53.50946,9.963782
17.54955,not-testing,-52.6679,9.577023,-2.481755,0.5524914,-49.7043,8.998322,-52.84409,9.074297
17.66108,not-testing,-51.92315,9.367016,-2.043872,0.6133727,-49.72705,9.733788,-52.87435,9.809468
17.7726,not-testing,-51.84482,9.252172,-1.866286,0.554692,-49.71596,4.587407,-52.82782,4.656164
17.88405,not-testing,-52.02597,9.145031,-1.823681,0.5086224,-49.43989,5.67638,-52.55671,5.745417
17.99565,not-testing,-52.11568,9.305939,-1.898057,0.5039369,-46.4304,-1.999283,-49.52527,-1.947537
18.10694,not-testing,-52.03669,9.357608,-1.886269,0.6541719,-45.45411,-3.370793,-48.54826,-3.326146
18.21836,not-testing,-51.77732,9.262457,-2.136225,-2.515188,-38.21557,-4.091518,-41.25436,-4.08055
18.3294,not-testing,-51.79215,9.213303,-1.707333,-1.652364,-38.84447,-4.970534,-41.8939,-4.967148
18.44095,not-testing,-51.9539,9.17933,-2.113,-2.90218,-38.36351,-3.863293,-41.40135,-3.853639
18.55183,not-testing,-51.90931,9.156392,-1.667897,0.8409474,-34.76584,-5.098611,-37.76191,-5.124897
18.66385,not-testing,-51.97406,9.406826,-1.77441,0.7442676,-34.08041,-4.487619,-37.06219,-4.507437
18.77523,not-testing,-52.13922,9.463622,-1.847785,0.6563429,-23.1634,-6.067585,-25.92313,-6.17349
18.88671,not-testing,-52.14012,9.537676,-1.871302,0.6487212,-21.91861,-6.736866,-24.64932,-6.86684
18.99816,not-testing,-52.14575,9.691501,-1.847264,0.6823176,-26.57611,-5.605762,-29.41563,-5.681506
19.10882,not-testing,-52.23707,9.754449,-1.859177,0.7029579,-41.00401,-2.466737,-44.06261,-2.440207
19.22083,not-testing,-52.28793,9.754208,-1.877809,0.6677125,-40.46628,-3.302645,-43.52157,-3.288228
19.33195,not-testing,-52.40815,9.761637,-1.894976,0.6401401,-50.71113,0.6401321,-53.81374,0.6839167
19.4439,not-testing,-52.46779,9.866705,-1.929595,0.5960392,-50.97578,-0.6880019,-54.07846,-0.6463482
19.55472,not-testing,-52.48865,9.900176,-1.961195,0.5629548,-51.23146,1.49551,-54.33506,1.535317
19.66621,not-testing,-52.55331,9.831559,-1.938251,0.5756918,-50.63793,9.083467,-53.77989,9.127014
19.77793,not-testing,-52.50161,9.851561,-1.919605,0.6225257,-49.92454,9.39186,-53.06873,9.442317
19.89135,not-testing,-52.49363,9.870352,-1.908478,0.640393,-49.77438,8.676041,-52.91212,8.728072
20.00046,not-testing,-52.54793,9.823804,-1.951973,0.6307521,-48.67747,-1.336039,-51.7777,-1.296519
20.11115,not-testing,-52.53417,9.781075,-1.971247,0.5953534,-50.0019,-3.183984,-53.10844,-3.146014
20.22274,not-testing,-52.56356,9.717627,-1.983305,0.5675701,-49.55555,-3.705726,-52.66317,-3.670277
20.33421,not-testing,-52.61152,9.797101,-2.033771,0.5267806,-57.43347,-1.53986,-60.51918,-1.492156
20.44587,not-testing,-52.66565,9.764618,-2.070654,0.4961022,-57.54742,-1.734415,-60.63309,-1.686116
20.55684,not-testing,-52.65162,9.754889,-2.04963,0.502321,-51.86197,1.407713,-54.96532,1.444424
20.66793,not-testing,-52.62033,9.621447,-2.061062,0.511521,-51.10547,2.788139,-54.21166,2.831159
20.77974,not-testing,-52.63342,9.654244,-2.087502,0.487911,-50.53405,5.66715,-53.65166,5.710861
20.89077,not-testing,-52.75561,9.5992,-2.097051,0.49537,-50.9546,-3.419014,-54.06255,-3.384083
21.00259,not-testing,-52.74049,9.595417,-2.086228,0.5052277,-46.55463,-1.98986,-49.648,-1.963105
21.11387,not-testing,-52.7589,9.602136,-2.091644,0.5446109,-45.98368,-0.5367119,-49.07249,-0.503254
21.22504,not-testing,-52.77334,9.573283,-2.076453,0.5989725,-48.71125,1.063175,-51.81096,1.099065
21.3369,not-testing,-52.80587,9.654351,-2.092466,0.6466005,-51.38713,7.197228,-54.51451,7.227898
21.44784,not-testing,-52.81594,9.683901,-2.052846,0.6410847,-51.12337,8.013074,-54.25666,8.045948
21.55922,not-testing,-52.80328,9.49655,-1.932047,0.7039813,-52.3405,1.679187,-55.44407,1.710442
21.67062,not-testing,-52.85015,9.518629,-2.137035,0.5418179,-52.53023,6.73052,-55.65391,6.756523
21.78209,not-testing,-52.90374,9.632859,-2.149379,0.5066606,-52.68646,7.743396,-55.81708,7.768635
21.89364,not-testing,-52.88882,9.59397,-2.134588,0.4883216,-52.73933,1.181636,-55.84191,1.213447
22.00501,not-testing,-52.8779,9.544829,-2.138381,0.4552165,-53.02017,-3.231863,-56.12657,-3.194062
22.11671,not-testing,-52.93405,9.519681,-2.181714,0.4332601,-52.70436,-2.963685,-55.81048,-2.928705
22.22838,not-testing,-52.92081,9.544554,-2.224958,0.4130054,-51.62875,7.089557,-54.75536,7.121822
22.3396,not-testing,-52.88996,9.537207,-2.270361,0.3928143,-50.09839,6.557012,-53.2206,6.598334
22.45066,not-testing,-52.9097,9.464086,-2.238989,0.4339962,-50.40844,7.126524,-53.53472,7.167529
22.56373,not-testing,-52.8669,9.568385,-2.222501,0.4402017,-48.4647,6.596239,-51.58381,6.646205
22.67267,not-testing,-52.88551,9.624748,-2.181718,0.4737678,-50.11795,7.262805,-53.24489,7.304544
22.78476,not-testing,-52.85025,9.618937,-2.19607,0.4633325,-54.26536,8.582546,-57.3994,8.591578
22.89615,not-testing,-52.82156,9.706386,-2.191122,0.4905638,-50.83742,10.22336,-53.9901,10.26162
23.00768,not-testing,-52.86841,9.844316,-2.234031,0.476011,-50.66059,10.21658,-53.81307,10.25454
23.119,not-testing,-53.04433,9.970778,-2.345777,0.4373311,-49.81364,9.567122,-52.95862,9.613127
23.23018,not-testing,-52.9363,10.08948,-2.550843,0.3435578,-49.28239,8.655646,-52.41856,8.699772
23.34235,not-testing,-51.69318,9.937231,-2.69623,0.2333585,-48.01892,3.945672,-51.12662,3.973449
23.45296,not-testing,-50.77242,9.355247,-2.77961,0.1442737,-48.18999,4.065637,-51.29984,4.099107
23.56388,not-testing,-51.76772,9.110762,-2.738953,0.1931888,-51.33968,1.159006,-54.4424,1.203215
23.6764,not-testing,-52.77594,9.168324,-2.726391,0.2271035,-53.76276,-0.6149796,-56.86281,-0.5657071
23.78711,not-testing,-52.96576,9.218616,-2.702838,0.2735147,-51.5306,6.012381,-54.65025,6.062879
23.89872,not-testing,-52.68074,9.237865,-2.692491,0.3188037,-50.19068,5.303056,-53.30594,5.354825
24.00965,not-testing,-52.46774,9.188476,-2.450295,0.3900392,-50.60939,5.580981,-53.72662,5.627421
24.115,not-testing,-52.13968,9.481118,-2.136287,0.4639928,-49.63613,6.595426,-52.75879,6.645544
24.21897,not-testing,-52.18444,9.585461,-2.129041,0.4758459,-49.97036,7.593045,-53.10014,7.638958
24.32952,not-testing,-52.85516,9.602528,-2.473011,0.3476438,-51.5251,4.76323,-54.63851,4.797586
24.44133,not-testing,-53.3045,9.773244,-2.811332,0.1674908,-49.82847,8.814571,-52.96642,8.850578
24.55216,not-testing,-53.47435,9.815773,-2.868053,0.2599773,-50.57726,9.489697,-53.72213,9.523408
24.66395,not-testing,-53.20222,9.700479,-2.892557,0.3649389,-50.03849,10.20558,-53.18967,10.25878
24.77499,not-testing,-52.6364,9.667697,-2.653261,0.4801126,-48.61625,8.008255,-51.74616,8.068761
24.88695,not-testing,-52.53362,9.547691,-2.578787,0.4047403,-54.57599,7.237194,-57.69799,7.257654
24.99811,not-testing,-52.3581,9.71633,-2.356718,0.4314182,-48.87336,5.256655,-51.98695,5.305704
25.10935,not-testing,-52.71085,9.506094,-2.553808,0.3031892,-52.87861,3.852086,-55.98715,3.884073
25.22115,not-testing,-53.13258,9.772193,-2.739833,0.1831248,-55.24699,0.9109145,-58.34426,0.9333714
25.33208,not-testing,-53.05749,9.677795,-2.619762,0.1905774,-52.89969,2.209216,-56.00399,2.221915
25.44386,not-testing,-52.86426,9.712989,-2.626472,0.2555605,-56.13797,-1.133202,-59.23102,-1.091649
25.55474,not-testing,-52.65263,9.716306,-2.602426,0.3192095,-55.81688,-0.9448625,-58.91022,-0.8966585
25.66627,not-testing,-52.64895,9.718679,-2.566634,0.3518221,-52.48258,4.847322,-55.59564,4.883628
25.77809,not-testing,-52.71151,9.530858,-2.610113,0.3298068,-52.25312,4.357732,-55.36426,4.40166
25.88973,not-testing,-52.4456,9.423099,-2.658981,0.263872,-51.22045,4.59213,-54.33282,4.647738
26.00033,not-testing,-51.77423,9.082701,-2.628257,0.2937003,-51.43825,3.793041,-54.54627,3.882303
26.11167,not-testing,-50.10249,7.501083,-2.681351,0.2762171,-50.95596,1.739546,-54.0515,1.9491
26.22324,not-testing,-47.02369,-1.466661,-3.059858,0.09405229,-50.40532,-13.29509,-53.54597,-12.80614
26.33499,not-testing,-48.21764,-16.50918,-3.333273,-0.9934251,-48.53846,-26.90779,-51.96717,-26.41903
26.44624,not-testing,-53.42452,-21.78813,-3.617756,-2.714827,-54.05756,-33.2486,-57.73825,-32.91144
26.5574,not-testing,-60.43909,-20.10583,-3.421555,-2.547599,-64.49855,-30.26464,-68.06855,-30.08344
26.66859,not-testing,-69.47408,-18.83941,-3.296042,-0.09953526,88.78513,-30.20144,85.55926,-29.64501
26.78522,not-testing,-71.74931,-16.00235,-3.761892,-0.07218681,-84.74312,-11.89192,-87.81361,-12.18888
26.89122,not-testing,-74.76919,-10.05648,-3.617783,-0.3384081,-75.53482,7.666125,-78.54581,6.837773
27.0038,not-testing,-77.37628,-2.726364,-4.60021,-3.507181,-59.75694,20.33317,-62.60411,19.37883
27.11489,not-testing,-78.07377,5.3814,-2.267397,-1.465335,-50.34043,26.43605,-53.09808,25.53164
27.22591,not-testing,-76.5052,16.5547,-2.890053,-3.199144,-42.20918,35.19644,-45.26513,34.6272
27.33782,not-testing,-71.393,27.95585,-2.659476,-3.087025,-30.28226,43.19601,-33.79758,43.23628
27.44896,not-testing,-65.2574,36.89313,-2.454911,-2.686449,-15.45918,43.8101,-18.79924,44.52567
27.56119,not-testing,-54.27555,42.70073,-2.167573,-2.189714,-3.394486,37.63971,-6.198926,38.74389
27.67166,not-testing,-40.65055,42.02462,-1.577854,-0.6316796,5.4872,28.31798,3.150697,29.63375
27.78341,not-testing,-26.68313,36.3216,-1.082011,0.2401491,13.5403,17.74251,11.46301,19.14314
27.89537,not-testing,-15.79099,27.19769,-0.4881011,0.7427799,20.35109,8.551257,18.27962,9.908271
28.00632,not-testing,-9.228542,16.51018,-0.1634084,0.9750608,24.33956,-1.270102,22.11489,-0.1330667
28.11762,not-testing,-9.220407,5.65018,0.05414791,0.9947173,21.11488,-6.576338,18.59962,-5.702354
28.22887,not-testing,-13.78021,-4.862739,-0.305333,0.8589542,12.77289,-13.57031,9.963094,-13.04236
28.34851,not-testing,-20.21556,-16.05088,-0.8762048,0.8071377,-3.481246,-21.65805,-6.678413,-21.30698
28.45154,not-testing,-29.20497,-21.90419,-1.217201,0.6004304,-25.77929,-18.44769,-29.00393,-17.95782
28.56272,not-testing,-42.49937,-22.91097,-1.863612,0.806073,-48.2959,-15.47524,-51.40715,-14.83269
28.67318,not-testing,-55.01914,-20.51362,-2.826859,-1.923781,-68.59206,-10.993,-71.54691,-10.3195
